2011.11.17,09:30,76.945,76.971,76.932,76.932,1253
2011.11.17,10:00,76.935,76.943,76.907,76.935,1069
2011.11.17,10:30,76.934,77.012,76.922,76.973,1430
2011.11.17,11:00,76.973,77.001,76.960,76.986,1340
2011.11.17,11:30,76.987,76.993,76.942,76.942,923
2011.11.17,12:00,76.942,76.970,76.902,76.911,1238
2011.11.17,12:30,76.915,76.970,76.910,76.950,916
2011.11.17,13:00,76.951,77.028,76.949,76.997,1356
2011.11.17,13:30,76.998,77.007,76.960,76.969,1498
2011.11.17,14:00,76.970,76.970,76.922,76.960,1321
2011.11.17,14:30,76.961,77.000,76.941,76.943,1430
2011.11.17,15:00,76.942,76.978,76.919,76.973,1340
2011.11.17,15:30,76.974,77.006,76.954,76.964,1323
2011.11.17,16:00,76.965,76.976,76.919,76.933,1486
2011.11.17,16:30,76.932,76.990,76.926,76.972,1489
2011.11.17,17:00,76.973,77.012,76.968,76.997,1307
2011.11.17,17:30,76.998,76.999,76.938,76.969,1152
2011.11.17,18:00,76.970,77.010,76.955,77.003,1132
2011.11.17,18:30,77.002,77.013,76.968,76.980,1338
2011.11.17,19:00,76.981,76.995,76.940,76.982,1338
2011.11.17,19:30,76.981,77.009,76.962,76.968,1208
2011.11.17,20:00,76.968,76.994,76.960,76.964,834
2011.11.17,20:30,76.965,76.972,76.934,76.942,742
2011.11.17,21:00,76.943,76.972,76.932,76.960,828
2011.11.17,21:30,76.960,76.969,76.942,76.944,803
2011.11.17,22:00,76.943,76.967,76.934,76.954,697
2011.11.17,22:30,76.953,76.978,76.936,76.970,754
2011.11.17,23:00,76.969,76.984,76.936,76.979,604
2011.11.17,23:30,76.977,77.001,76.964,76.981,553
2011.11.18,00:00,76.981,76.987,76.955,76.982,927
2011.11.18,00:30,76.982,76.986,76.959,76.961,645
2011.11.18,01:00,76.960,76.977,76.951,76.952,1067
2011.11.18,01:30,76.953,76.993,76.942,76.961,1008
2011.11.18,02:00,76.962,77.018,76.951,76.962,1202
2011.11.18,02:30,76.962,76.980,76.953,76.957,822
2011.11.18,03:00,76.957,76.985,76.938,76.954,1112
2011.11.18,03:30,76.955,76.957,76.909,76.913,875
2011.11.18,04:00,76.912,76.931,76.902,76.910,844
2011.11.18,04:30,76.910,76.910,76.861,76.883,1153
2011.11.18,05:00,76.883,76.899,76.843,76.859,967
2011.11.18,05:30,76.859,76.870,76.851,76.863,755
2011.11.18,06:00,76.863,76.900,76.842,76.866,1333
2011.11.18,06:30,76.864,76.872,76.836,76.847,1121
2011.11.18,07:00,76.848,76.870,76.840,76.850,1121
2011.11.18,07:30,76.851,76.868,76.840,76.851,1130
2011.11.18,08:00,76.850,76.862,76.834,76.844,1261
2011.11.18,08:30,76.843,76.850,76.673,76.722,1462
2011.11.18,09:00,76.722,76.813,76.721,76.799,1488
2011.11.18,09:30,76.798,76.820,76.732,76.779,1359
2011.11.18,10:00,76.781,76.788,76.702,76.715,1419
2011.11.18,10:30,76.713,76.731,76.624,76.652,1452
2011.11.18,11:00,76.653,76.739,76.652,76.708,1399
2011.11.18,11:30,76.704,76.738,76.692,76.731,1241
2011.11.18,12:00,76.732,76.768,76.712,76.752,1050
2011.11.18,12:30,76.751,76.756,76.604,76.636,1626
2011.11.18,13:00,76.637,76.651,76.591,76.624,1378
2011.11.18,13:30,76.628,76.628,76.561,76.616,1523
2011.11.18,14:00,76.615,76.676,76.609,76.655,1341
2011.11.18,14:30,76.651,76.670,76.620,76.669,925
2011.11.18,15:00,76.671,76.740,76.649,76.714,1308
2011.11.18,15:30,76.718,76.835,76.708,76.802,1791
2011.11.18,16:00,76.802,76.874,76.796,76.847,1769
2011.11.18,16:30,76.848,76.890,76.811,76.886,1621
2011.11.18,17:00,76.888,76.902,76.858,76.883,1352
2011.11.18,17:30,76.884,76.955,76.883,76.920,1110
2011.11.18,18:00,76.922,76.990,76.919,76.970,1371
2011.11.18,18:30,76.971,76.979,76.886,76.915,1274
2011.11.18,19:00,76.914,76.940,76.908,76.913,864
2011.11.18,19:30,76.914,76.914,76.870,76.892,708
2011.11.18,20:00,76.890,76.902,76.852,76.891,638
2011.11.18,20:30,76.891,76.951,76.885,76.951,796
2011.11.18,21:00,76.952,76.959,76.898,76.902,792
2011.11.18,21:30,76.902,76.907,76.872,76.898,870
2011.11.18,22:00,76.897,76.941,76.897,76.917,529
2011.11.18,22:30,76.918,76.939,76.860,76.865,711
2011.11.18,23:00,76.862,76.882,76.827,76.827,7
2011.11.21,00:00,76.896,76.912,76.879,76.880,868
2011.11.21,00:30,76.879,76.897,76.845,76.845,863
2011.11.21,01:00,76.845,76.878,76.843,76.862,874
2011.11.21,01:30,76.864,76.901,76.855,76.861,1245
2011.11.21,02:00,76.858,76.870,76.820,76.849,1374
2011.11.21,02:30,76.848,76.869,76.837,76.853,1010
2011.11.21,03:00,76.851,76.852,76.801,76.834,1109
2011.11.21,03:30,76.836,76.838,76.781,76.799,949
2011.11.21,04:00,76.798,76.812,76.778,76.778,756
2011.11.21,04:30,76.780,76.786,76.751,76.762,770
2011.11.21,05:00,76.764,76.785,76.758,76.783,525
2011.11.21,05:30,76.785,76.816,76.780,76.794,772
2011.11.21,06:00,76.800,76.828,76.779,76.814,760
2011.11.21,06:30,76.817,76.831,76.800,76.826,930
2011.11.21,07:00,76.825,76.838,76.800,76.819,985
2011.11.21,07:30,76.821,76.835,76.795,76.806,1048
2011.11.21,08:00,76.806,76.816,76.770,76.795,1143
2011.11.21,08:30,76.796,76.835,76.770,76.791,1495
2011.11.21,09:00,76.790,76.828,76.783,76.800,1591
2011.11.21,09:30,76.802,76.809,76.759,76.774,1373
2011.11.21,10:00,76.775,76.822,76.770,76.802,1184
2011.11.21,10:30,76.806,76.852,76.791,76.815,1326
2011.11.21,11:00,76.817,76.949,76.804,76.915,1389
2011.11.21,11:30,76.912,76.924,76.847,76.848,1346
2011.11.21,12:00,76.844,76.927,76.842,76.892,1369
2011.11.21,12:30,76.889,76.932,76.849,76.860,1047
2011.11.21,13:00,76.858,76.887,76.840,76.850,1174
2011.11.21,13:30,76.850,76.886,76.829,76.874,1191
2011.11.21,14:00,76.875,76.886,76.837,76.849,1181
2011.11.21,14:30,76.850,76.876,76.813,76.860,1286
2011.11.21,15:00,76.862,76.867,76.826,76.845,1089
2011.11.21,15:30,76.844,76.925,76.828,76.894,1305
2011.11.21,16:00,76.893,76.920,76.841,76.874,1526
